state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 Nebraska,Boone County,5313,44.6,54063,30680,316,49,5229,22,112,5265,15
 Nebraska,Box Butte County,11089,40.7,56412,28835,1291,290,10176,42,1371,10815,72
 Nebraska,Boyd County,2042,52.3,50729,27951,213,15,1951,9,15,1994,11
 Nebraska,Brown County,2988,51.1,41550,28860,446,9,2912,1,42,2923,10
 Nebraska,Buffalo County,49030,33.3,56952,30184,6554,847,45183,563,4326,46624,865
 Nebraska,Burt County,6528,46.2,51482,28499,751,92,6215,46,192,6393,29
 Nebraska,Butler County,8067,43.9,55562,28776,590,136,7799,36,261,7872,98
 Nebraska,Cass County,25702,41.6,71139,33178,1623,405,24747,153,811,25091,165
 Nebraska,Cedar County,8523,43.6,58978,29494,759,57,8352,4,156,8483,14
 Nebraska,Chase County,3734,45.6,55833,29526,308,51,3703,2,369,3385,20
 Nebraska,Cherry County,5790,43.6,53684,27605,597,52,5291,1,182,5633,32
 Nebraska,Cheyenne County,9852,41,56538,32321,974,153,9404,10,666,9625,21
 Nebraska,Clay County,6232,42.5,56316,27297,699,112,6026,4,559,5989,99
 Nebraska,Colfax County,10760,34.3,56528,22407,1291,174,9349,374,4892,7366,1043
 Nebraska,Cuming County,8991,43.6,55190,29306,615,172,8465,7,891,8458,179
 Nebraska,Custer County,10830,43.2,49891,33294,1189,165,10488,25,328,10584,99
 Nebraska,Dakota County,20317,33.8,55017,24365,3312,582,13995,954,7824,15265,2000
 Nebraska,Dawes County,8896,34.9,51748,26021,1124,56,7938,172,449,8597,21
 Nebraska,Dawson County,23804,35.9,53769,25590,3078,471,21056,1468,7883,18985,2061
 Nebraska,Deuel County,1894,47,48500,27397,188,47,1790,4,148,1859,15
 Nebraska,Dixon County,5746,42,56775,26757,707,100,5417,16,762,5313,181
 Nebraska,Dodge County,36683,39,53101,27494,4862,908,34548,336,4519,33841,467
 Nebraska,Douglas County,554992,34.5,61688,33734,68984,12759,441478,61513,68770,496385,17797
 Nebraska,Dundy County,2023,42.3,44350,25790,203,15,2007,4,317,1841,12
 Nebraska,Fillmore County,5574,47.7,55625,32631,533,59,5406,31,220,5482,76
 Nebraska,Franklin County,3006,50.7,49235,27757,406,24,2946,11,67,2954,11
 Nebraska,Frontier County,2609,45.5,51855,28583,257,49,2542,2,27,2582,10
 Nebraska,Furnas County,4786,46.5,47989,27031,507,52,4619,7,190,4692,48
 Nebraska,Gage County,21595,44,51662,28438,2079,383,20847,160,517,21160,174
 Nebraska,Garden County,1860,50.3,44471,33572,165,12,1829,4,81,1819,0
 Nebraska,Garfield County,1975,51.4,48545,27109,145,2,1940,4,39,1961,14
 Nebraska,Gosper County,2015,50.4,62545,34731,101,33,1974,9,46,1989,22
 Nebraska,Grant County,718,45.3,39479,22640,137,16,706,5,12,708,2
 Nebraska,Greeley County,2410,45.7,47128,26159,226,17,2350,12,50,2358,20
 Nebraska,Hall County,61343,36,54742,27421,7810,1481,53784,1533,16704,52366,2306
 Nebraska,Hamilton County,9178,41.5,64042,32086,443,123,8836,48,298,9029,85
 Nebraska,Harlan County,3438,47.9,50344,27421,381,24,3283,28,135,3357,17
 Nebraska,Hayes County,943,44.4,45515,26369,117,5,928,0,69,887,19
 Nebraska,Hitchcock County,2843,46.8,42902,26917,352,56,2832,3,31,2828,2
 Nebraska,Holt County,10245,43.2,57468,29975,849,62,9961,12,464,9874,168
 Nebraska,Hooker County,691,55.9,39115,25791,112,1,682,6,21,690,1
 Nebraska,Howard County,6405,43.1,54399,26651,672,112,6179,12,165,6282,64
 Nebraska,Jefferson County,7188,45.7,43295,26439,846,62,6961,18,268,7068,61
 Nebraska,Johnson County,5197,40.6,52794,23652,386,44,4513,339,524,4931,53
 Nebraska,Kearney County,6552,40.1,56952,30355,682,100,6321,8,399,6319,57
 Nebraska,Keith County,8099,49.5,48901,28410,940,160,7798,70,567,7883,118
 Nebraska,Keya Paha County,792,45.4,49688,31406,48,0,780,0,8,788,4
 Nebraska,Kimball County,3667,45.6,43856,23870,341,137,3488,8,394,3551,21
 Nebraska,Knox County,8460,46.9,49752,27372,899,139,7345,23,223,8320,85
 Nebraska,Lancaster County,310094,33.3,58009,30929,38952,5979,267938,12499,21280,284233,11003
 Nebraska,Lincoln County,35433,40.3,56794,30073,4198,483,33735,484,2957,34628,357
 Nebraska,Logan County,886,38.9,51607,24813,69,0,874,0,26,861,10
 Nebraska,Loup County,585,56.9,53125,28299,48,2,583,0,10,585,0
 Nebraska,Madison County,35164,36.8,52857,27528,5393,575,32216,521,5213,32421,868
 Nebraska,McPherson County,454,50.9,48882,26384,77,0,435,0,9,454,0
 Nebraska,Merrick County,7803,43.6,54197,29038,806,113,7445,67,332,7585,44
 Nebraska,Morrill County,4841,42.5,45121,26461,408,140,4609,41,752,4609,57
 Nebraska,Nance County,3554,44.3,45833,29711,390,60,3520,16,95,3514,9
 Nebraska,Nemaha County,7004,39.3,51922,27945,801,159,6734,105,188,6845,47
 Nebraska,Nuckolls County,4275,49.3,42049,26735,509,32,4180,7,116,4155,7
 Nebraska,Otoe County,15896,41.5,54828,29229,1740,234,15046,61,1236,15192,143
 Nebraska,Pawnee County,2676,50,46314,26609,412,42,2580,0,48,2619,13
 Nebraska,Perkins County,2907,42.7,62469,33749,159,17,2876,8,117,2835,52
 Nebraska,Phelps County,9120,42.6,57241,30814,773,36,8792,23,504,8950,36
 Nebraska,Pierce County,7157,41.5,56620,29509,507,91,6977,17,124,7029,80
 Nebraska,Platte County,33063,38.5,62617,29847,2688,700,31534,160,6083,29762,1105
 Nebraska,Polk County,5255,45.2,61962,30403,405,148,5124,10,282,5059,82
 Nebraska,Red Willow County,10806,41.1,46859,25456,1011,188,10398,80,542,10648,74
 Nebraska,Richardson County,8009,48,48096,28965,1036,142,7538,17,157,7961,32
 Nebraska,Rock County,1350,50.9,52604,34441,96,3,1324,10,17,1333,8
 Nebraska,Saline County,14288,35.8,51143,22943,1798,226,12617,150,3517,12055,679
 Nebraska,Sarpy County,178351,34.4,79549,34928,9521,2937,156868,6944,16120,165695,4605
 Nebraska,Saunders County,21024,40.8,66718,32344,1752,271,20468,64,456,20647,125
 Nebraska,Scotts Bluff County,36255,39.5,50157,28089,4731,946,33318,304,8590,34590,622
 Nebraska,Seward County,17127,37.9,67591,30694,1176,190,16484,82,457,16722,135
 Nebraska,Sheridan County,5234,45.9,41719,27304,934,65,4331,40,261,5115,54
 Nebraska,Sherman County,3042,49.9,51172,27380,339,28,2980,0,66,2983,27
 Nebraska,Sioux County,1266,47,46875,26951,135,7,1164,6,6,1264,0
 Nebraska,Stanton County,5992,41.2,62687,31686,525,95,5811,85,318,5743,158
 Nebraska,Thayer County,5098,47,50734,28793,416,28,4948,23,119,5058,16
 Nebraska,Thomas County,645,41.1,50682,28701,69,6,630,0,3,636,0
 Nebraska,Thurston County,7140,27.8,48149,20396,1992,465,2801,19,398,7014,24
 Nebraska,Valley County,4224,45.5,55170,28587,438,39,4148,20,132,4175,23
 Nebraska,Washington County,20219,41.4,70753,34178,1611,254,19598,233,584,19880,89
 Nebraska,Wayne County,9367,31.8,62623,27192,1150,105,8905,166,541,9046,122
 Nebraska,Webster County,3571,45.2,42298,26970,383,42,3401,9,176,3519,27
 Nebraska,Wheeler County,822,49.8,52083,27832,76,2,812,0,5,817,0
 Nebraska,York County,13799,40.2,59779,31577,1298,208,13113,210,691,13415,83
 Nevada,Carson City,54467,42.8,52034,29767,7148,1654,43725,954,12931,47181,3019
 Nevada,Churchill County,24010,39.5,51514,26606,3006,722,20192,588,3260,21789,687
 Nevada,Clark County,2141574,37.1,56802,29256,299169,78287,1299138,245827,662081,1625019,231332
 Nevada,Douglas County,47828,51.5,62503,36390,4434,1137,42695,312,5981,43817,1877
 Nevada,Elko County,52252,33.9,77209,33091,6124,1244,45135,289,12667,47055,1774
 Nevada,Esmeralda County,981,48.3,40000,24713,70,7,931,11,186,866,23
 Nevada,Eureka County,1830,47.3,77625,34590,141,0,1725,1,120,1780,5
 Nevada,Humboldt County,16904,35.6,70373,30516,1924,477,14803,70,4521,14704,770
 Nevada,Lander County,5746,37.2,93583,33329,851,266,5178,6,1498,5138,245
 Nevada,Lincoln County,5174,45.2,56414,25304,313,212,4614,192,442,4994,70
 Nevada,Lyon County,53155,44.1,55493,26855,6159,2083,45271,537,8843,49048,1549
 Nevada,Mineral County,4448,50.1,41163,22897,1033,300,2975,111,537,4194,105
 Nevada,Nye County,43705,52.7,45711,25092,6967,1527,36290,1053,6286,39875,1396
 Nevada,Pershing County,6611,43.4,50846,19330,711,152,5369,292,1597,5891,284
 Nevada,Storey County,3941,52.9,62284,35887,312,75,3519,32,203,3776,28
 Nevada,Washoe County,450486,38.1,61155,33546,54171,13459,355208,10330,108922,381142,29885
 Nevada,White Pine County,9737,39.2,62993,26412,898,146,8335,518,1522,9205,94
 New Jersey,Atlantic County,268539,41.5,59989,31366,37471,13480,178914,40319,50129,217889,24765
 New Jersey,Bergen County,929999,41.8,95837,48426,64674,22404,663672,55497,180529,630037,180119
 New Jersey,Burlington County,446367,41.5,84992,41517,28151,14969,322158,74431,35026,394083,27640
 New Jersey,Camden County,507367,38.7,67118,34280,62871,18876,320830,97896,83057,434364,31588
 New Jersey,Cape May County,93705,49.3,63690,38496,10140,3490,85531,4358,6988,87270,2366
 New Jersey,Cumberland County,153400,37.2,52593,23946,24830,4928,103099,29573,46254,127541,5634
 New Jersey,Essex County,793555,37.5,59302,37141,127250,37731,334450,316192,180241,557770,113570
 New Jersey,Gloucester County,290852,40.3,85160,37888,21275,9912,237686,29956,17292,271948,10550
 New Jersey,Hudson County,668631,35.1,66289,38147,107718,22703,368360,83215,288749,357802,136129
 New Jersey,Hunterdon County,125051,46.2,112535,54984,5828,2734,113719,3369,7942,112281,6621
 New Jersey,Mercer County,368762,38.7,79990,42155,40026,13094,234759,76176,63371,277735,38206
 New Jersey,Middlesex County,826698,38.4,85954,38140,67432,24243,487018,84342,171616,538375,148695
 New Jersey,Monmouth County,623387,43.2,95699,48959,45873,17324,513711,43959,66528,532852,50837
 New Jersey,Morris County,494383,42.6,111316,55826,22607,12939,403998,16605,64765,392115,57724
 New Jersey,Ocean County,591939,42.9,68021,34784,62837,16052,539689,18185,53964,535864,27886
 New Jersey,Passaic County,504041,37,66476,30800,82823,12613,313306,57437,206100,334705,84387
 New Jersey,Salem County,63336,42,64309,32526,8067,2324,51120,8353,5475,59162,1243
 New Jersey,Somerset County,330176,41.6,111772,54393,15319,8127,222500,31853,47729,243037,49653
 New Jersey,Sussex County,142298,44.5,90520,42639,7191,4598,132221,3262,11109,129593,8108
 New Jersey,Union County,553066,38.5,77095,40201,53602,18843,310654,117079,171745,372493,86581
 New Jersey,Warren County,106293,44,78145,38132,8147,3700,94352,4707,9411,94718,6036
 New Mexico,Bernalillo County,677692,37.3,51643,29415,116628,21165,501468,19260,337627,599150,28821
 New Mexico,Catron County,3539,59.1,42480,20767,810,0,3504,0,635,3446,68
 New Mexico,Chaves County,65459,35.6,43197,21356,13111,1659,55609,1111,36797,56537,3422
 New Mexico,Cibola County,26978,36.8,37368,18514,6758,1736,12624,305,10319,26108,272
 New Mexico,Colfax County,12353,49,33783,22293,2797,486,10673,67,6105,11827,175
 New Mexico,Curry County,50199,31.1,46182,23729,10119,1507,33555,2717,20872,44183,1858
 New Mexico,De Baca County,2060,37,31028,19215,340,28,1536,33,949,2001,22
 New Mexico,Dona Ana County,215338,32.9,39164,21300,58023,8052,189377,4087,146485,174994,14002
 New Mexico,Eddy County,57437,35.3,62982,28957,8663,1230,52273,891,27799,53337,1224
 New Mexico,Grant County,28061,45.8,37880,24913,5970,859,26268,197,14127,26755,643
 New Mexico,Guadalupe County,4382,42.6,24085,17930,538,88,3605,59,3434,4290,10
 New Mexico,Harding County,459,60.1,30875,32424,84,10,424,0,171,447,6
 New Mexico,Hidalgo County,4371,43.3,36339,20275,1199,156,4197,27,2535,3984,146
 New Mexico,Lea County,70126,31.7,59797,24879,11203,1971,62145,2707,40594,57830,3100
 New Mexico,Lincoln County,19482,51,42267,26534,3134,312,18236,179,6362,17706,791
 New Mexico,Los Alamos County,18356,42.5,115248,56410,959,341,15686,36,3236,16444,1049
 New Mexico,Luna County,24264,37.8,27377,16496,7206,1045,22208,336,16164,19609,1478
 New Mexico,McKinley County,72849,32,31674,15278,25986,4411,10948,488,10434,70740,802
 New Mexico,Mora County,4563,49.2,26968,17689,881,111,2684,1,3701,4524,28
 New Mexico,Otero County,65745,35.6,42752,22477,13232,2080,51539,2358,24999,56907,2467
 New Mexico,Quay County,8373,43.8,27075,18637,1828,186,7551,128,3781,8088,116
 New Mexico,Rio Arriba County,39307,40.6,,,,,21382,237,28046,37674,546
 New Mexico,Roosevelt County,19117,29.8,40775,19849,4601,795,14215,522,7941,16730,641
 New Mexico,San Juan County,127455,35,50582,23206,26707,4986,66357,816,25619,122832,1177
 New Mexico,San Miguel County,28034,43.2,31660,20285,7319,661,15503,376,21757,26933,299
 New Mexico,Sandoval County,140769,39.9,59420,27549,19895,5076,100391,3098,54038,131231,4977
 New Mexico,Santa Fe County,148917,45.8,59192,37080,18675,3303,124370,1496,76404,128388,5794
 New Mexico,Sierra County,11135,56,30451,25389,2690,444,10005,65,3369,10565,247
 New Mexico,Socorro County,17000,39.2,36146,17464,4796,278,13312,63,8445,15615,383
 New Mexico,Taos County,32888,48.2,36758,23642,6346,1257,28029,152,18738,30569,830
 New Mexico,Torrance County,15595,43.6,37218,20072,3870,316,14278,273,6679,14658,299
 New Mexico,Union County,4175,40.6,37936,23968,496,25,3543,82,1746,3844,82
 New Mexico,Valencia County,75956,39.1,45084,21934,14422,2665,61391,839,45843,69593,2336
 New York,Albany County,307426,37.9,64535,36454,34919,8123,232402,38407,17925,271920,17927
 New York,Allegany County,47025,38.8,47033,23030,7146,1296,44860,652,744,45564,545
 New York,Bronx County,1437872,33.9,38085,20850,407528,70250,306423,490823,803636,825480,250519
 New York,Broome County,194402,39.8,50859,27744,31349,6157,167041,11177,7974,179245,7249
 New York,Cattaraugus County,77686,42,47240,24628,12411,2268,71439,1247,1605,75796,975
 New York,Cayuga County,77868,42.7,56579,29022,8563,2084,71522,3361,2232,75554,909
 New York,Chautauqua County,129656,42.5,45332,24825,23241,4126,119857,3326,9585,123873,1441
 New York,Chemung County,85740,41.3,53299,28115,11996,1981,75443,5262,2595,82570,1450
 New York,Chenango County,48348,44.7,50595,26717,6796,1327,46395,472,1038,47328,434
 New York,Clinton County,80794,39.3,55178,26772,11182,1809,73391,3475,2310,76259,1846
 New York,Columbia County,60919,47.8,63032,35581,7039,1537,54318,2688,2827,56223,2241
 New York,Cortland County,48123,36.4,54489,26979,6884,1113,45625,712,1278,46876,585
 New York,Delaware County,45502,47.5,48827,26629,7000,1097,43108,839,1742,42976,1133
 New York,Dutchess County,293894,42,78028,38048,25335,8981,230158,30830,34970,255629,19888
 New York,Erie County,919866,40.4,55673,32347,129903,22583,716987,123475,49413,839381,33828
 New York,Essex County,37751,47,56196,30273,3323,1072,35186,1185,1133,36116,523
 New York,Franklin County,50692,40.6,51696,25491,8195,1539,41778,2965,1759,47236,1395
 New York,Fulton County,53743,43.8,50248,26875,8119,1574,50849,1085,1581,52172,691
 New York,Genesee County,58112,43.3,59338,29465,6501,1468,53404,1304,1849,56580,626
 New York,Greene County,47617,45.8,53617,27271,5921,981,42731,2936,2753,43838,2101
 New York,Hamilton County,4575,54,57552,25918,315,170,4420,37,71,4414,96
 New York,Herkimer County,62505,44,51862,26151,8951,2207,59916,849,1309,60417,1207
 New York,Jefferson County,114448,32.4,52268,25884,15365,3093,98570,6894,8485,107175,2344
 New York,Kings County,2600747,35.1,56015,31984,544622,91531,1130251,847116,499279,1565897,569758
 New York,Lewis County,26719,42,52380,26169,3712,872,25829,206,456,26162,126
 New York,Livingston County,63907,40.8,56071,27073,7850,1257,59696,1805,2223,61028,1084
 New York,Madison County,71359,41.7,60228,28925,6549,1655,67574,1251,1547,69084,1052
 New York,Monroe County,744248,38.9,57479,32502,106115,23013,566271,113538,63631,658781,36057
 New York,Montgomery County,49426,41.4,45837,25427,9649,1801,43412,1007,6766,45478,1068
 New York,Nassau County,1356564,41.6,111240,49211,76461,30530,930446,158708,225581,1035016,192866
 New York,New York County,1632480,37.3,82459,72832,263413,54298,917402,241850,423683,1100341,233078
 New York,Niagara County,211704,43.2,54085,29824,27967,5636,185192,15145,6054,201636,5252
 New York,Oneida County,230782,41.2,53844,28548,35271,5947,197739,14398,12892,209511,10091
 New York,Onondaga County,464242,39,59225,32678,65143,14018,370976,52888,22258,421025,19987
 New York,Ontario County,109472,43.5,63359,35121,10203,2320,101467,2770,5058,103647,2261
 New York,Orange County,378227,36.9,76716,33472,43543,9057,279802,40849,75705,326718,24384
 New York,Orleans County,41175,43.2,51843,25261,5499,999,36583,2541,1961,39343,576
 New York,Oswego County,119104,40,53597,27217,20392,4548,113885,1325,2995,116192,1257
 New York,Otsego County,60244,42,53121,27680,8467,1930,56254,1245,2175,57617,1390
 New York,Putnam County,99070,44.1,102186,45905,5191,2866,86904,2881,14195,84849,7800
 New York,Queens County,2298513,38.7,64987,30289,295165,74382,896722,421038,643563,1157165,624117
 New York,Rensselaer County,159431,39.9,65851,34280,18459,4359,137648,10239,7650,150095,3989
 New York,Richmond County,474101,40,79267,34987,60026,10872,352259,48591,86976,354773,72391
 New York,Rockland County,323686,36.1,91108,38076,45613,8599,228967,39715,56383,248341,39352
 New York,Saratoga County,227377,42.6,80839,41709,13797,4749,211245,3960,7059,213737,6428
 New York,Schenectady County,154883,39.9,63785,31412,17200,5198,119664,15965,10707,136074,11039
 New York,Schoharie County,31364,45.1,53989,28712,3945,892,30007,541,972,30317,606
 New York,Schuyler County,17992,46.2,51479,26484,2444,492,17353,224,313,17585,190
 New York,Seneca County,34612,42.2,54695,27366,3924,565,31669,1707,1158,33498,463
 New York,St. Lawrence County,109558,38.9,49305,24473,17248,3563,101766,2642,2532,103666,2089
 New York,Steuben County,96927,42.6,51789,28600,13308,2992,92017,1553,1571,93634,1333
 New York,Suffolk County,1487901,41.3,96675,42204,103887,37012,1200553,116880,281315,1232132,127152
 New York,Sullivan County,75211,42.9,56256,29292,10646,2757,60702,6297,11836,65695,3584
 New York,Tioga County,49045,44,60736,31330,5091,1557,47371,322,927,47849,528
 New York,Tompkins County,102962,30.9,58743,31464,17500,2438,82924,4272,5156,88065,5110
 New York,Ulster County,179303,43.7,63348,33879,23840,5723,152289,10615,17976,162311,8094
 New York,Warren County,64480,46.4,59813,33605,6656,1479,61797,852,1589,61397,1460
 New York,Washington County,61828,44,54114,27156,7055,1729,57974,2025,1642,59899,866
 New York,Wayne County,90856,43.6,55765,29028,10127,2733,84701,2631,3878,87274,1688
 New York,Westchester County,968815,40.8,92758,54572,87214,29722,630592,142443,235243,697318,133108
 New York,Wyoming County,40565,41.9,57914,27150,4092,1157,37162,1837,1320,39425,270
 New York,Yates County,25009,41.3,54343,27512,2719,552,24061,226,549,24552,176
 North Carolina,Alamance County,160576,39.5,45735,26215,26264,4529,112786,30742,19905,147036,3826
 North Carolina,Alexander County,37119,43.4,44961,24452,5333,1170,32640,2105,1723,35703,306
 North Carolina,Alleghany County,10973,49.5,37558,21244,2673,284,10346,266,1054,10382,137
 North Carolina,Anson County,25306,40.5,39126,20124,4647,1139,12083,12333,999,24463,281
 North Carolina,Ashe County,26786,47.7,40978,24039,4748,604,25468,199,1336,25723,301
 North Carolina,Avery County,17501,44.4,38134,20253,2056,300,16011,782,896,16790,183
 North Carolina,Beaufort County,47243,45.7,43688,26233,8966,1839,33751,12051,3609,45597,461
 North Carolina,Bertie County,19644,45.2,33143,20430,4207,990,6841,11998,408,19445,40
 North Carolina,Bladen County,33778,43.6,32378,20803,8649,978,19300,11827,2523,32194,228
 North Carolina,Brunswick County,126860,52.8,54406,31204,16201,3430,106198,13096,6028,120687,2511
 North Carolina,Buncombe County,254474,42.1,50668,31439,30609,5203,225981,16095,16529,237304,6462
 North Carolina,Burke County,89712,43.6,42516,23466,15720,3728,75948,5794,5342,85319,1750
 North Carolina,Cabarrus County,201448,37.9,64174,31050,21822,6349,144192,35634,20560,182822,6188
 North Carolina,Caldwell County,81779,44.1,42072,22945,13405,2546,72907,3990,4315,78582,913
 North Carolina,Camden County,10447,40.7,63349,26951,1172,460,8614,1462,296,10021,215
 North Carolina,Carteret County,68920,47.9,54428,32005,7831,2159,61988,3880,2930,65821,1102
 North Carolina,Caswell County,22746,45.6,43961,22982,4273,698,14378,7503,867,22161,173
 North Carolina,Catawba County,156729,41.4,51157,26950,20377,5453,123876,12772,14810,144402,4597
 North Carolina,Chatham County,69791,46.7,63531,39299,8241,1698,56190,8073,8626,62965,2311
 North Carolina,Cherokee County,27668,50.9,40294,22754,4516,702,25890,364,846,26674,416
 North Carolina,Chowan County,14205,44.7,42621,24084,2715,664,8606,4839,515,13816,264
 North Carolina,Clay County,10813,52,38801,26590,1700,105,10464,226,340,10450,124
 North Carolina,Cleveland County,97159,41.9,40393,21920,19262,4004,72778,20244,3317,94169,896
 North Carolina,Columbus County,56293,42,36398,22081,12666,1487,34898,17396,2941,54310,652
 North Carolina,Craven County,103082,36.6,50870,28007,14915,3513,72467,22362,7404,96911,2016
 North Carolina,Cumberland County,332106,31.2,45716,24301,57620,12513,167727,122504,37826,296322,12005
 North Carolina,Currituck County,25796,42.9,66284,30017,2562,608,23258,1473,981,24845,302
 North Carolina,Dare County,35741,46.1,58012,33550,2929,1000,33092,779,2567,33490,558
 North Carolina,Davidson County,164664,42.3,47271,25109,25064,5745,141056,14970,11516,155211,2700
 North Carolina,Davie County,41991,45,57611,29613,5710,1125,37492,2305,2796,39620,716
 North Carolina,Duplin County,59062,40.6,38850,19455,14056,2419,41673,14450,12909,51630,1061
 North Carolina,Durham County,306457,35.2,58190,34063,46805,8615,157366,113511,41189,259757,12825
 North Carolina,Edgecombe County,53332,41,35516,20055,12423,1868,20527,30549,2358,52008,301
 North Carolina,Forsyth County,371573,38.3,50128,29921,63652,11564,245930,97010,46913,334676,11553
 North Carolina,Franklin County,64902,41.3,53175,26273,9093,1731,43927,16410,5276,60913,1197
 North Carolina,Gaston County,216585,40.1,49384,26069,33324,7125,166636,34616,14642,203201,5049
 North Carolina,Gates County,11563,45.7,52205,25334,1270,381,7319,3891,41,11403,43
 North Carolina,Graham County,8557,46,36525,19323,1524,236,7514,13,129,8467,29
 North Carolina,Granville County,58874,42.6,55628,26228,7781,1695,35927,17923,4563,55470,1191
 North Carolina,Greene County,21008,41.2,38306,18339,4781,871,12276,7502,3116,19324,306
 North Carolina,Guilford County,523582,37.1,51072,29708,80771,16011,292060,176785,40824,463721,21959
 North Carolina,Halifax County,51737,43.1,34251,21016,12684,1851,20741,27353,1440,50532,421
 North Carolina,Harnett County,130361,34.2,51630,23011,21495,4338,87990,27164,16196,119206,3029
 North Carolina,Haywood County,60433,47.6,49800,29453,8304,1319,57778,617,2307,58570,699
 North Carolina,Henderson County,113625,47.1,52815,29860,11926,1535,103130,3761,11423,104421,3331
 North Carolina,Hertford County,24153,42.1,37005,18918,5125,1145,8418,14377,897,23275,263
 North Carolina,Hoke County,53239,32.5,47535,20656,10823,1888,24053,17740,6950,48175,1096
 North Carolina,Hyde County,5393,40,45466,18433,1062,231,3578,1636,536,5142,63
 North Carolina,Iredell County,172525,40.4,58198,32006,20230,5349,140774,21229,12869,160413,3885
 North Carolina,Jackson County,42256,37.5,44028,24073,7439,926,35367,986,2376,40402,330
 North Carolina,Johnston County,191172,38.1,56842,25847,25213,5185,148193,29837,25735,174303,3786
 North Carolina,Jones County,9695,47.2,36892,21539,2526,381,6363,3028,445,9334,23
 North Carolina,Lee County,60125,38.2,48873,23842,9538,2268,44122,11902,11556,52957,2285
 North Carolina,Lenoir County,57227,42.2,38387,22361,12844,3274,31475,22536,4364,54538,661
 North Carolina,Lincoln County,81441,43.2,53318,29089,11593,2584,72619,4067,5755,76905,1780
 North Carolina,Macon County,34410,49.8,43597,28429,5679,650,32278,489,2367,32515,530
 North Carolina,Madison County,21405,44,42410,25326,3586,559,20470,363,514,20857,187
 North Carolina,Martin County,23054,46.1,39205,23269,4172,1134,12561,9681,895,22541,133
 North Carolina,McDowell County,45109,43.6,40913,22725,7543,1143,41076,1625,2700,43015,538
 North Carolina,Mecklenburg County,1054314,35,64312,37298,131485,34106,574455,330161,137405,880508,56607
 North Carolina,Mitchell County,15040,47.1,44186,23907,2052,280,14502,53,793,14465,132
 North Carolina,Montgomery County,27338,43.3,42346,22760,5178,527,20863,4922,4176,24742,616
 North Carolina,Moore County,95629,44.5,57899,33432,11863,2244,79016,12120,6214,90076,1842
 North Carolina,Nash County,94003,41.4,48362,26980,14269,2892,49720,36821,6408,89512,1371
 North Carolina,New Hanover County,224231,38.7,52716,32629,37602,7148,181701,31440,12159,210412,5814
 North Carolina,Northampton County,20186,49,35499,20538,4216,541,8069,11408,427,19782,56
 North Carolina,Onslow County,193912,26.2,49491,23783,23880,6709,144450,27479,24094,182002,5038
 North Carolina,Orange County,142938,34.7,68211,40650,17633,3353,106535,16557,12014,121193,8114
 North Carolina,Pamlico County,12742,52.1,44947,27026,1696,414,9699,2324,477,12334,159
 North Carolina,Pasquotank County,39479,38.2,48279,23699,5981,1187,23097,14418,2031,37367,881
 North Carolina,Pender County,59020,42.9,52989,27724,8709,2016,45366,8788,4069,55977,759
 North Carolina,Perquimans County,13459,49.6,45915,25809,2055,383,9903,3298,346,13100,149
 North Carolina,Person County,39305,43.2,48811,25922,6836,1703,26797,10497,1659,37820,290
 North Carolina,Pitt County,177372,32.2,44315,25722,40737,8444,102147,61671,10903,167187,2909
 North Carolina,Polk County,20458,52.4,48834,30344,1906,475,18497,1062,1184,19365,377
 North Carolina,Randolph County,142958,41.5,45006,24127,22265,3719,120675,8953,16069,132897,2310
 North Carolina,Richmond County,45189,40.5,36091,20745,10503,1841,28209,14351,2870,43261,606
 North Carolina,Robeson County,133442,36.4,33679,17881,36504,4240,38137,32092,11566,126844,1335
 North Carolina,Rockingham County,91270,44.5,42490,23604,16201,2568,69070,16858,5496,87167,1373
 North Carolina,Rowan County,139605,40.2,48667,25117,22386,5106,107988,22399,11986,132082,2024
 North Carolina,Rutherford County,66532,44.7,40347,22493,11731,2410,57410,6455,2817,64623,871
 North Carolina,Sampson County,63561,40.3,39068,21950,15084,2458,40962,16030,12297,56887,1232
 North Carolina,Scotland County,35262,39.4,35617,18242,9030,1727,15650,13764,1030,34258,322
 North Carolina,Stanly County,61114,42.3,49590,24671,8474,1865,51312,6834,2506,58989,709
 North Carolina,Stokes County,45905,46,46169,25091,6166,1400,42680,1963,1314,44932,219
 North Carolina,Surry County,72099,43.8,41068,23957,11978,1422,65890,2719,7450,67571,1310
 North Carolina,Swain County,14254,41.4,36773,20984,2436,420,9229,60,731,13850,146
 North Carolina,Transylvania County,33513,50.7,46629,27050,4776,829,30548,1523,1090,32062,484
 North Carolina,Tyrrell County,4119,49.2,35472,18682,863,88,2251,1550,263,4017,20
 North Carolina,Union County,226694,38,75397,34379,19921,6213,184834,25918,25045,203705,9366
 North Carolina,Vance County,44482,40.7,37282,23211,10451,1917,19416,22279,3369,42095,586
 North Carolina,Wake County,1046558,36,76956,39102,99877,24819,688209,212597,105361,892330,59270
 North Carolina,Warren County,20033,47.6,35962,22461,3663,724,8025,10162,753,19250,290
 North Carolina,Washington County,12156,45.5,35512,21043,2808,359,5670,5755,641,11837,37
 North Carolina,Watauga County,54117,31.2,45268,24906,13155,2009,50824,900,1882,51906,759
