state,county,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Unemployment Count,Race: White,Race: African American,Race: Hispanic or Latino,"US Citizen, born in US","US Citizen, by naturalization"
 Florida,Leon County,288102,30.7,51201,29754,56104,12369,177852,89444,18050,262458,9980
 Florida,Levy County,39961,46.8,37634,22025,8177,1089,35008,3465,3269,37469,812
 Florida,Liberty County,8365,40.3,37363,17197,906,310,6750,1257,484,7852,224
 Florida,Madison County,18474,42.9,35509,19223,4603,372,10651,7158,966,17464,268
 Florida,Manatee County,373853,48,56036,32070,46034,9904,319715,32349,60515,318519,20971
 Florida,Marion County,348371,48.6,43361,24570,56264,11910,285189,43886,44391,310582,16207
 Florida,Martin County,157581,51.9,57959,40389,16212,3673,138394,9082,21094,139407,7588
 Florida,Miami-Dade County,2715516,39.7,48982,26838,482656,87126,2041796,481976,1845646,1188750,822911
 Florida,Monroe County,76325,47.3,67023,43477,8855,1196,67672,5399,18206,60288,7387
 Florida,Nassau County,80578,45,66297,35335,8167,1794,73061,4886,3257,76096,1967
 Florida,Okaloosa County,200737,36.8,62048,31901,22425,5230,157460,19666,18118,178644,8145
 Florida,Okeechobee County,40572,41.1,40367,19943,8495,1124,35136,3529,10217,35295,1383
 Florida,Orange County,1321194,34.9,54335,28859,207125,42170,844074,277193,408324,916731,143886
 Florida,Osceola County,338619,35.8,50063,21331,54789,10442,246757,38975,179388,205549,35552
 Florida,Palm Beach County,1446277,44.6,59943,37998,182863,46682,1070496,268489,316016,1045659,190279
 Florida,Pasco County,510593,44.6,50417,27786,67545,14468,447358,28461,74279,445496,29088
 Florida,Pinellas County,957875,47.8,51454,33478,123097,26835,782632,98432,90359,823685,67594
 Florida,Polk County,668671,40.3,48500,23812,108755,20204,520186,101690,143958,563392,30112
 Florida,Putnam County,72766,45,35649,19976,17653,2919,58172,11707,7187,68603,1082
 Florida,Santa Rosa County,170442,39.7,66242,30904,16119,4366,145869,10339,9199,157713,5183
 Florida,Sarasota County,412144,55.5,58644,39364,39255,8154,375993,18646,36988,353983,28590
 Florida,Seminole County,455086,39.2,63760,33419,51442,13569,351484,53080,94168,369860,37095
 Florida,St. Johns County,235503,43.4,77323,41393,19660,5554,208720,12731,15749,214190,11373
 Florida,St. Lucie County,305591,44.8,49373,25736,45516,8834,223755,61325,56661,246683,29995
 Florida,Sumter County,120999,67,55228,33629,9839,1264,107444,9029,6841,112400,4500
 Florida,Suwannee County,43924,42.5,42686,21755,7530,1323,36387,5788,3962,41130,747
 Florida,Taylor County,22098,41.7,36934,16919,3568,432,16497,4877,937,21267,345
 Florida,Union County,15239,39.5,41770,15475,2131,356,11229,3335,840,14612,131
 Florida,Volusia County,527634,46.5,46760,27272,78700,13011,434732,56984,70582,464906,23955
 Florida,Wakulla County,31877,40.7,62778,24322,3272,736,26203,4741,1165,30876,388
 Florida,Walton County,65858,43.7,53785,33731,9361,1611,57089,3092,4029,60833,2150
 Florida,Washington County,24566,41.8,37188,18112,4901,815,19777,3803,887,23367,325
 Georgia,Appling County,18454,39,39561,20421,4191,460,14033,3363,1803,17661,302
 Georgia,Atkinson County,8265,35.5,34877,18565,2462,320,5967,1484,2031,7193,199
 Georgia,Bacon County,11228,37,36964,19634,2865,230,9073,1714,940,10752,59
 Georgia,Baker County,3189,47,37188,22864,680,52,1810,1236,134,3025,46
 Georgia,Baldwin County,45286,35.3,39426,20305,10838,1836,24371,19060,997,43733,438
 Georgia,Banks County,18510,41.1,45373,20810,2478,436,17211,502,1236,17539,221
 Georgia,Barrow County,76887,35.4,57348,23638,9269,1934,61173,8841,8012,70078,2599
 Georgia,Bartow County,103620,37.9,55452,25712,13490,2855,87027,11113,8631,97197,1707
 Georgia,Ben Hill County,17154,39.7,32705,17563,5304,314,10375,6286,1042,16574,164
 Georgia,Berrien County,19025,39.7,37163,18611,4935,663,16067,2273,925,18403,123
 Georgia,Bibb County,153490,36.2,39931,24409,37664,6025,62851,83068,4923,147723,2649
 Georgia,Bleckley County,12775,36.8,45029,18519,2347,336,8903,3590,360,12508,93
 Georgia,Brantley County,18561,40.9,37031,18904,4440,414,17399,655,392,18148,121
 Georgia,Brooks County,15622,43,34322,23421,4188,658,9618,5358,896,14930,132
 Georgia,Bryan County,35885,34.6,71322,30892,5020,1232,27652,5296,2454,33416,889
 Georgia,Bulloch County,74782,28.5,41789,21207,19079,3124,49030,21072,2894,71729,865
 Georgia,Burke County,22550,37.5,42773,21334,5523,477,10934,10958,703,21793,167
 Georgia,Butts County,23750,38.5,41845,22360,4985,530,16289,6858,751,22798,432
 Georgia,Calhoun County,6428,38.8,31725,13927,1326,286,2180,3919,299,6146,60
 Georgia,Camden County,52714,32.3,56397,28509,6546,1692,38452,9862,3466,49211,1053
 Georgia,Candler County,10827,37.8,32937,18718,3457,288,7355,2572,1252,10265,92
 Georgia,Carroll County,116022,34.5,49608,24155,21088,4380,87288,21996,7843,110320,1302
 Georgia,Catoosa County,66299,39.9,55125,26915,6425,1301,61318,1558,1942,64314,684
 Georgia,Charlton County,12983,41.7,40283,19341,2866,582,8684,3358,1103,11558,75
 Georgia,Chatham County,287049,35.2,54911,30664,43183,11867,151228,114130,18007,263913,7267
 Georgia,Chattahoochee County,10767,23.7,46453,23651,1201,231,7510,2263,1653,9599,364
 Georgia,Chattooga County,24817,39.5,36107,18209,4533,798,21407,2507,1230,24029,145
 Georgia,Cherokee County,241910,38.3,79670,35199,19423,5465,209053,16478,24977,217557,8863
 Georgia,Clarke County,124602,27.7,36889,22589,35653,4031,78342,34354,13272,111007,3570
 Georgia,Clay County,3001,45.1,25000,16199,1211,183,902,2036,0,2946,12
 Georgia,Clayton County,278666,32.4,45778,20419,54635,11816,47590,192765,36703,236652,17873
 Georgia,Clinch County,6743,37.7,25236,16538,2605,160,4439,1862,345,6545,74
 Georgia,Cobb County,745057,36.5,75153,38268,73439,20537,441978,203874,95619,615029,53373
 Georgia,Coffee County,42961,36.2,38266,19709,8703,801,29193,12056,4926,40063,988
 Georgia,Colquitt County,45606,36.4,35472,19173,11318,1372,29397,10491,8662,40489,911
 Georgia,Columbia County,147295,36.6,76938,32509,12954,3568,109501,24575,9481,132578,5982
 Georgia,Cook County,17184,37.4,38408,19778,4080,389,11861,4723,988,16477,125
 Georgia,Coweta County,140516,38.5,70717,32542,15417,3397,107831,24730,9562,129930,3643
 Georgia,Crawford County,12344,44.4,43257,21102,2398,496,9181,2978,160,11986,111
 Georgia,Crisp County,22846,38.8,35096,21581,6896,1226,12104,9974,749,22139,161
 Georgia,Dade County,16227,42.2,44471,24028,2235,313,15407,103,360,15703,213
 Georgia,Dawson County,23861,43.4,65805,32646,2045,468,22979,230,1042,22937,345
 Georgia,Decatur County,26833,38.1,39148,20397,6449,555,14060,11165,1577,25913,177
 Georgia,DeKalb County,743187,35.6,59280,34100,120880,29826,256546,401085,63736,610670,49890
 Georgia,Dodge County,20919,41.6,35757,18921,4447,583,14102,5868,724,20496,66
 Georgia,Dooly County,13905,43.7,35629,20259,3086,719,6277,6824,958,13342,206
 Georgia,Dougherty County,91049,35.1,37633,21180,25651,5817,24556,62847,2487,88558,796
 Georgia,Douglas County,141840,36.4,62147,26621,18309,5007,67261,65482,13371,128043,6586
 Georgia,Early County,10348,40.7,31567,17598,2938,308,4735,5315,229,10134,78
 Georgia,Echols County,3994,40.9,34447,22883,1070,90,2946,143,984,3593,116
 Georgia,Effingham County,58689,36.1,65153,29795,4977,1182,48093,7955,2483,56065,777
 Georgia,Elbert County,19212,42.6,37943,22593,3697,556,13085,5889,1075,18670,167
 Georgia,Emanuel County,22499,36.8,34946,17981,5851,691,13935,7698,1003,21947,103
 Georgia,Evans County,10727,37.7,39701,20537,2782,365,6291,3262,1256,10206,124
 Georgia,Fannin County,24925,51.4,45647,26665,3324,635,24160,79,565,24216,343
 Georgia,Fayette County,111369,43.5,87272,42126,6190,2780,75542,24316,7981,98402,6228
 Georgia,Floyd County,96824,38.5,46367,25058,17670,2753,75735,13861,10422,89721,2069
 Georgia,Forsyth County,219880,38.3,101743,41585,12863,4008,178874,7301,20875,180309,15999
 Georgia,Franklin County,22514,41,40198,21686,5434,473,19338,2150,1003,21660,194
 Georgia,Fulton County,1021902,35.4,64787,43707,149412,35765,458596,451053,74328,878527,53110
 Georgia,Gilmer County,29922,46.9,49389,25812,4842,743,27122,135,3429,27651,450
 Georgia,Glascock County,3009,43.2,41686,21076,536,47,2661,275,49,2982,0
 Georgia,Glynn County,83974,41,50672,31493,15105,2222,57000,21957,5578,78515,1870
 Georgia,Gordon County,56790,37.8,44313,22448,11232,1231,50658,2255,8864,51161,1398
 Georgia,Grady County,24926,39.7,42348,22442,5774,727,16529,7163,2774,23306,147
 Georgia,Greene County,16976,49.4,49755,35844,3736,328,9924,6028,1018,16076,273
 Georgia,Gwinnett County,902298,35.1,67769,29474,101831,22382,448155,245748,188608,658112,104378
 Georgia,Habersham County,44289,39.5,49140,22018,6041,748,38359,1358,6401,39838,1386
 Georgia,Hall County,195961,36.3,59898,27625,28319,3525,166426,14540,55153,161193,8371
 Georgia,Hancock County,8535,46.5,31984,16713,1426,83,2094,6178,164,8292,7
 Georgia,Haralson County,28956,40.8,46353,24444,4422,626,26752,1347,455,28416,237
 Georgia,Harris County,33590,43.1,74261,34511,2261,1169,26584,5417,1155,31973,533
 Georgia,Hart County,25631,43.8,41358,22361,4295,509,19823,4730,952,24830,291
 Georgia,Heard County,11677,41.5,48094,21796,1787,412,10145,1085,312,11397,73
 Georgia,Henry County,221307,36.9,68609,28274,22810,7522,109034,93814,14739,199366,10850
 Georgia,Houston County,151682,35.3,58770,28196,23412,5156,92943,46232,9976,139715,3983
 Georgia,Irwin County,9268,39.9,32339,18406,2413,331,6318,2759,135,9154,63
 Georgia,Jackson County,65755,38.5,62495,27115,7168,1496,57489,4393,4850,61595,1626
 Georgia,Jasper County,13784,42.4,43284,19999,2415,375,10380,2881,539,13478,102
 Georgia,Jeff Davis County,14991,36.7,36531,18042,3070,349,11392,2465,1754,14234,285
 Georgia,Jefferson County,15772,39.3,34300,18764,3791,441,6826,8515,576,15294,142
 Georgia,Jenkins County,8827,43.7,27311,16089,2561,138,5363,2955,747,8398,169
 Georgia,Johnson County,9730,41,39813,20773,2131,417,6281,3256,229,9624,71
 Georgia,Jones County,28548,40.1,53155,25725,4238,966,20790,7082,445,28151,157
 Georgia,Lamar County,18513,37.5,41464,20874,3471,894,12186,5392,438,17909,264
 Georgia,Lanier County,10366,35.4,39104,18800,2377,347,7669,2507,574,10069,116
 Georgia,Laurens County,47418,38.3,37369,20655,12376,875,28020,17645,1241,46515,452
 Georgia,Lee County,29348,37.2,65420,28612,3907,1063,21735,5956,839,27945,771
 Georgia,Liberty County,62108,28.1,45959,21430,10043,2926,28881,25503,7845,55014,1998
 Georgia,Lincoln County,7799,47.3,41014,26324,1506,156,5217,2462,129,7677,56
 Georgia,Long County,18156,32.7,55439,21695,3587,1106,11752,4299,2043,16483,239
 Georgia,Lowndes County,114582,30.2,41390,23077,27819,3837,66261,41718,6345,107976,2069
 Georgia,Lumpkin County,31951,37.2,47488,24790,5249,732,29981,605,1530,30673,417
 Georgia,Macon County,13480,40.2,31999,15924,3129,600,4705,8171,569,13158,116
 Georgia,Madison County,28900,41.2,51701,24292,4990,1164,24483,2534,1495,27507,542
 Georgia,Marion County,8484,45.2,44309,22478,1755,394,5288,2576,603,7826,158
 Georgia,McDuffie County,21498,37.6,39199,21384,5291,769,11746,8692,637,20507,347
 Georgia,McIntosh County,14120,49.7,47114,27030,2777,505,8832,4840,139,13627,257
 Georgia,Meriwether County,21113,41.6,36351,20060,4503,513,12062,8169,449,20701,60
 Georgia,Miller County,5836,43.8,42927,21746,1301,125,3989,1780,34,5763,0
 Georgia,Mitchell County,22432,38.9,37027,17514,4811,1308,11106,10461,1016,21681,98
 Georgia,Monroe County,27010,43.1,54050,34669,3615,995,19829,6302,631,26092,372
 Georgia,Montgomery County,9036,40,40728,22317,1701,274,6156,2374,589,8405,240
 Georgia,Morgan County,18235,44.5,62530,30587,1883,493,13482,4258,587,17729,184
 Georgia,Murray County,39557,38.2,45238,20618,6017,1437,38261,424,5837,36254,711
 Georgia,Muscogee County,196670,33.9,45389,25318,40083,8113,86552,90001,14858,181265,5543
 Georgia,Newton County,106497,36.2,53309,24426,18822,3928,54326,46869,5733,98470,3579
 Georgia,Oconee County,37017,40.4,88308,41671,2165,652,32796,2005,1804,34120,1130
 Georgia,Oglethorpe County,14784,42.1,44927,23027,2216,331,11610,2623,647,14413,44
 Georgia,Paulding County,155840,35.8,66467,27855,14599,3420,117516,29448,9491,145715,4950
 Georgia,Peach County,26966,36.9,42802,22767,5392,1061,13152,12047,2018,25297,701
 Georgia,Pickens County,30832,45.1,64512,30567,2928,892,27688,409,945,29962,348
 Georgia,Pierce County,19164,39.4,44167,22236,4120,474,16402,1832,966,18556,117
 Georgia,Pike County,18082,40.7,58765,26737,2320,529,15903,1811,279,17703,115
 Georgia,Polk County,41621,37.1,43491,23233,7367,1141,32159,5091,5463,38814,794
 Georgia,Pulaski County,11295,43,38770,19389,2512,187,7133,3929,463,11002,204
 Georgia,Putnam County,21503,46,51245,28819,3396,443,14830,5633,1381,20579,339
 Georgia,Quitman County,2276,48.4,30000,19371,517,100,882,1192,6,2155,42
 Georgia,Rabun County,16457,48.8,40902,28312,3121,270,15119,393,1331,15373,327
 Georgia,Randolph County,7087,40,30914,19356,2536,203,2492,4406,96,7052,11
 Georgia,Richmond County,201463,33.9,40644,22045,44956,9290,76073,113881,9759,189044,4000
 Georgia,Rockdale County,89011,37.7,57049,26367,13394,3220,35556,47414,9038,78864,5719
 Georgia,Schley County,5211,37.8,41276,20585,1111,315,3454,1558,268,5147,16
 Georgia,Screven County,13990,41.5,37588,21557,3043,369,7775,5868,276,13695,178
 Georgia,Seminole County,8437,44,34338,26358,2034,238,5215,2790,260,8354,31
 Georgia,Spalding County,64719,39.1,42671,22166,13702,1866,40745,21697,2860,62319,798
 Georgia,Stephens County,25676,41.5,43416,21839,4007,1034,21558,2876,843,24906,150
 Georgia,Stewart County,6042,36.4,25385,16359,1478,146,1590,3269,1040,4082,34
 Georgia,Sumter County,30352,35.5,36205,20191,7860,1201,12924,15974,1644,29070,376
 Georgia,Talbot County,6378,49.2,36213,20785,1204,218,2622,3687,48,6249,56
 Georgia,Taliaferro County,1665,46.3,31797,19897,466,60,568,1085,26,1623,20
 Georgia,Tattnall County,25353,37.4,38034,17553,4276,310,15157,7403,2779,23797,222
 Georgia,Taylor County,8193,44.4,33442,19068,2119,396,4692,3150,208,8011,44
 Georgia,Telfair County,16115,41,30288,15200,3617,131,8651,6725,1893,14051,50
 Georgia,Terrell County,8859,40.9,38015,19330,2713,313,3262,5272,242,8646,25
 Georgia,Thomas County,44730,40.3,40112,25542,9135,1642,26869,16302,1651,43256,272
 Georgia,Tift County,40510,35.5,42790,22072,9516,537,26243,12200,4661,38062,632
 Georgia,Toombs County,27048,36.4,36575,23416,6324,1211,16920,6968,3133,25168,473
 Georgia,Towns County,11417,53.7,43927,23940,1672,246,10887,135,140,11033,241
 Georgia,Treutlen County,6777,39.7,37606,23907,1359,153,4900,1840,122,6431,36
 Georgia,Troup County,69774,36.3,43850,22348,13932,2550,40993,24934,2563,66493,929
 Georgia,Turner County,7962,38.8,38341,18787,2677,204,4371,3423,131,7793,45
 Georgia,Twiggs County,8284,46.2,33037,19465,2138,197,4605,3510,40,8158,0
 Georgia,Union County,22775,53.9,44978,27282,3203,313,22076,148,728,21859,315
 Georgia,Upson County,26216,41.7,36529,21015,5702,890,18160,7369,600,25530,178
 Georgia,Walker County,68824,41.4,43650,23311,11902,2015,63382,2817,1439,67582,354
 Georgia,Walton County,90132,38.7,58370,26545,11500,2599,70380,15327,3784,84437,2893
 Georgia,Ware County,35599,38.4,39887,20457,7828,472,22986,10621,1460,34403,176
 Georgia,Warren County,5346,45.2,34730,22916,1387,189,1996,3267,23,5261,27
 Georgia,Washington County,20461,40.6,38092,19579,4960,596,9123,10845,496,19977,60
 Georgia,Wayne County,29767,38.2,44869,21067,5372,870,22340,5935,1853,28495,246
 Georgia,Webster County,2613,45,35755,21586,660,24,1327,1045,250,2477,78
 Georgia,Wheeler County,7939,38.2,27626,12292,1765,239,4516,3379,101,7863,8
 Georgia,White County,28928,46.1,46288,25617,3918,539,27274,417,909,28088,402
 Georgia,Whitfield County,103849,36,46970,23271,18229,3178,92143,4110,35864,83580,4989
 Georgia,Wilcox County,8846,39.5,36077,14829,1484,183,5556,3122,399,8583,58
 Georgia,Wilkes County,9884,46.1,35106,23198,2334,182,5284,4198,475,9413,118
 Georgia,Wilkinson County,9078,41.8,37583,21403,2241,253,5355,3567,251,8891,17
 Georgia,Worth County,20656,41.1,46076,23517,4253,609,14104,5833,431,20265,141
 Hawaii,Hawaii County,197658,42.3,59297,29253,32325,5455,66145,1342,25014,170314,11591
 Hawaii,Honolulu County,987638,37.6,82906,35202,83359,21188,207525,23472,96562,758809,115167
 Hawaii,Kalawao County,75,57.1,61875,47709,7,0,16,2,2,70,2
 Hawaii,Kauai County,71377,42.4,78482,31674,5985,1492,23219,482,7802,57738,6948
 Hawaii,Maui County,165281,41.1,77117,33792,15840,3901,58707,968,18582,130789,16662
 Idaho,Ada County,446052,36.7,63137,33352,47982,8847,404644,6204,35838,414826,12872
 Idaho,Adams County,4019,54.2,45319,25143,453,190,3852,11,141,3941,47
 Idaho,Bannock County,85065,33.3,49739,24555,14056,2436,76402,568,7191,80747,1418
 Idaho,Bear Lake County,5962,39.3,54265,24654,997,81,5644,21,249,5708,150
 Idaho,Benewah County,9086,46.1,46507,23502,1493,330,7893,6,321,8918,45
 Idaho,Bingham County,45551,33.5,51288,21322,5663,893,37653,122,8186,42341,1070
 Idaho,Blaine County,21994,43.2,51968,32861,3077,247,20924,81,4798,18489,905
 Idaho,Boise County,7163,53,53942,30660,934,196,6769,16,310,6926,98
 Idaho,Bonner County,42711,47.8,48710,27590,6200,681,40713,127,1282,41279,555
 Idaho,Bonneville County,112397,32.7,56609,27272,13432,1931,99868,608,14482,105220,3011
 Idaho,Boundary County,11549,43.5,43507,25401,1909,180,10863,33,567,10804,235
 Idaho,Butte County,2602,48.1,42250,25941,413,60,2581,4,71,2566,16
 Idaho,Camas County,886,46.3,38393,30803,206,12,884,0,8,868,6
 Idaho,Canyon County,212230,33.4,49143,20807,31757,6349,180454,715,53357,192744,6322
 Idaho,Caribou County,6918,36.9,59611,26908,579,64,6611,0,387,6704,41
 Idaho,Cassia County,23615,32.2,50918,21547,3335,339,21998,46,6417,20819,602
 Idaho,Clark County,1077,29.6,35341,16181,212,39,912,7,505,737,25
 Idaho,Clearwater County,8640,50.2,42348,22844,1031,171,8033,33,356,8400,81
 Idaho,Custer County,4141,53.3,39957,24545,843,80,3834,4,184,4088,23
 Idaho,Elmore County,26433,31.9,46715,23547,3513,729,22911,687,4406,23349,1046
 Idaho,Franklin County,13279,33.4,56613,22367,1558,82,12778,32,891,12903,69
 Idaho,Fremont County,12965,36.8,53311,21782,1567,355,12253,40,1628,12199,163
 Idaho,Gem County,17052,45.1,43001,20776,3091,313,15358,0,1418,16233,132
 Idaho,Gooding County,15169,37.8,48638,22542,2395,323,14032,15,4413,13089,481
